Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2022-08-07;51,00;0,00;0,00;28,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,60;25,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2022-08-14;77,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;35,00;0,00;0,00;25,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,13;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;25,00;0,00;28,00;0,00;0,00
2022-08-21;55,00;0,00;14,30;15,40;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;34,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,19;22,00;43,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;20,00;0,00;13,00;0,00;31,00;0,00
2022-08-28;59,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,36;14,42;0,00;0,00;0,00;0,00;11,54;0,00;0,00;36,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00
2022-09-04;43,00;0,00;0,00;0,00;14,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,73;0,00;0,00;0,00;0,00;0,00;0,00;47,00;0,00;0,00;14,00;0,00;23,00;13,00;0,00;48,00;22,00;0,00;21,00;0,00;0,00
2022-09-11;20,00;0,00;24,21;0,00;0,00;0,00;23,00;11,00;34,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,25;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-09-18;28,00;21,54;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;40,73;0,00;0,00;0,00;0,00;31,82;24,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-09-25;37,00;0,00;14,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;36,00;0,00;0,00;0,00;0,00;15,00;0,00;14,00;0,00;0,00;40,96;0,00;0,00;11,48;15,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;23,00;0,00;16,00;0,00
2022-10-02;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;17,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,31;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;11,00;0,00;0,00
2022-10-09;48,00;12,00;0,00;0,00;0,00;13,00;38,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;32,84;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;33,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-16;70,00;0,00;0,00;21,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;29,81;0,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00;34,00;0,00;0,00;49,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00
2022-10-23;22,00;0,00;0,00;16,50;0,00;13,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;21,00;12,00;0,00;50,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;31,00;0,00;16,00;0,00;0,00;0,00;25,00;12,00;23,00;0,00;62,00;32,00
2022-10-30;63,00;0,00;31,50;24,98;0,00;39,00;0,00;0,00;17,00;12,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;19,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,76;0,00;0,00;0,00;0,00;0,00;0,00;19,00;40,00;0,00;22,00;0,00;0,00;16,00;0,00;0,00;0,00
2022-11-06;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;21,00;0,00;17,00;43,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;24,32;0,00;43,08;13,54;12,31;0,00;0,00;12,00;0,00;19,00;15,00;23,00;53,00;0,00;0,00;29,00;0,00;0,00;0,00;11,00;32,00
2022-11-13;0,00;0,00;0,00;0,00;0,00;12,00;29,00;0,00;0,00;0,00;0,00;32,00;20,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;12,00;0,00;15,00;0,00;0,00;0,00;18,00;0,00;0,00;19,00;17,00;26,00;0,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00
2022-11-20;34,00;10,97;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;16,00;0,00;14,00;0,00;0,00;0,00;0,00;17,00;0,00;14,38;0,00;23,93;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;21,00
2022-11-27;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;30,00;0,00;52,50;0,00;0,00;0,00;20,00;12,00;38,00;0,00;16,00;21,00;0,00;0,00;32,00;0,00;0,00;0,00;13,00;0,00
2022-12-04;55,00;20,49;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;14,00;0,00;20,00;14,00;0,00;11,00;18,00;0,00;0,00;0,00;14,40;18,33;0,00;0,00;0,00;12,79;19,19;17,00;0,00;36,00;0,00;13,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;14,00;20,00;0,00;0,00
2022-12-11;0,00;0,00;14,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;18,00;32,00;0,00;0,00;25,00;19,00;0,00;0,00
2022-12-18;90,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;27,00;26,00;0,00;15,00;21,00;0,00;16,00;0,00;0,00;0,00;0,00;31,30;0,00;0,00;0,00;0,00;0,00;34,23;0,00;0,00;0,00;21,00;0,00;0,00;0,00;30,00;52,00;0,00;0,00;0,00;0,00;30,00;33,00;0,00;0,00
2022-12-25;48,00;0,00;0,00;0,00;33,00;13,00;12,00;24,00;0,00;19,00;0,00;0,00;0,00;26,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;13,89;0,00;18,95;0,00;0,00;0,00;31,00;0,00;0,00;0,00;22,00;43,00;13,00;0,00;0,00;18,00;0,00;0,00;15,00;0,00
2023-01-01;63,00;0,00;0,00;0,00;0,00;26,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,71;0,00;0,00;18,00;30,00;0,00;14,00;0,00;25,00;77,00;11,00;0,00;0,00;0,00;26,00;19,00;12,00;0,00
2023-01-08;74,00;0,00;0,00;0,00;19,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;13,00;12,00;0,00;0,00;27,26;0,00;0,00;0,00;0,00;27,59;0,00;0,00;23,00;0,00;39,00;0,00;0,00;31,00;58,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-15;93,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;17,00;0,00;16,00;0,00;0,00;19,00;30,13;18,34;0,00;0,00;0,00;0,00;21,66;0,00;0,00;0,00;29,00;0,00;0,00;0,00;36,00;50,00;17,00;23,00;0,00;0,00;15,00;19,00;0,00;0,00
2023-01-22;100,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;56,00;0,00;0,00;14,00;0,00;0,00;50,00;11,84;0,00;0,00;0,00;0,00;11,39;0,00;0,00;23,00;12,00;0,00;0,00;0,00;44,00;32,00;20,00;0,00;0,00;0,00;0,00;23,00;0,00;33,00
2023-01-29;46,00;0,00;0,00;0,00;0,00;18,00;11,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;23,00;13,14;15,77;0,00;0,00;11,50;0,00;30,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;37,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00
2023-02-05;55,00;0,00;29,12;0,00;0,00;0,00;16,00;0,00;15,00;0,00;0,00;0,00;53,00;23,00;0,00;13,00;0,00;0,00;13,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;43,75;17,50;0,00;0,00;0,00;12,00;0,00;0,00;34,00;41,00;0,00;0,00;0,00;13,00;30,00;0,00;19,00;0,00
2023-02-12;95,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,82;0,00;0,00;51,93;0,00;20,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;16,00;58,00;0,00;16,00;17,00;0,00;0,00;12,00
2023-02-19;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;15,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;33,43;0,00;0,00;15,43;12,50;0,00;27,50;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;42,00;25,00;16,00;0,00
2023-02-26;42,00;0,00;0,00;0,00;0,00;0,00;14,00;13,00;0,00;0,00;0,00;13,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,38;0,00;0,00;12,73;21,64;0,00;0,00;23,00;0,00;30,00;0,00;24,00;44,00;0,00;0,00;19,00;0,00;16,00;0,00;0,00;0,00
2023-03-05;74,00;0,00;0,00;11,97;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,98;0,00;0,00;15,05;17,56;16,31;0,00;0,00;0,00;0,00;0,00;0,00;21,00;12,00;55,00;64,00;14,00;53,00;0,00;20,00;0,00;0,00;37,00
2023-03-12;36,00;0,00;0,00;0,00;0,00;46,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;0,00;23,00;0,00;0,00;19,29;0,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;14,00;11,00;0,00;23,00;56,00;0,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00
2023-03-19;75,00;18,48;0,00;0,00;15,00;22,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;13,00;11,00;0,00;0,00;12,00;26,00;0,00;0,00;21,05;0,00;0,00;0,00;0,00;0,00;13,00;14,00;17,00;21,00;28,00;0,00;0,00;40,00;22,00;0,00;30,00;0,00;0,00;34,00;15,00;0,00
2023-03-26;48,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;14,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,11;16,42;13,89;22,00;11,00;0,00;0,00;0,00;45,00;21,00;44,00;0,00;18,00;17,00;0,00;0,00;0,00;0,00;0,00
2023-04-02;59,00;0,00;21,85;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;13,11;0,00;0,00;0,00;0,00;20,52;0,00;0,00;0,00;44,00;0,00;34,00;16,00;0,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00
2023-04-09;23,00;0,00;0,00;0,00;0,00;0,00;14,00;11,00;0,00;0,00;12,00;0,00;17,00;0,00;44,00;0,00;0,00;43,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,63;16,95;0,00;0,00;0,00;13,00;0,00;0,00;50,00;0,00;0,00;22,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00
2023-04-16;33,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,20;0,00;15,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-23;11,00;0,00;0,00;0,00;0,00;0,00;23,00;11,00;0,00;0,00;0,00;61,00;0,00;0,00;41,00;0,00;0,00;0,00;25,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;17,88;0,00;0,00;0,00;0,00;0,00;29,00;0,00;12,00;30,00;0,00;16,00;11,00;0,00;0,00;26,00;0,00;19,00
2023-04-30;59,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;16,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;10,49;10,49;0,00;0,00;26,36;11,30;16,32;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-07;35,00;16,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;31,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,75;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-14;26,00;0,00;0,00;17,33;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,81;0,00;0,00;0,00;12,00;0,00;14,00;27,00;0,00;65,00;0,00;33,00;0,00;16,00;0,00;0,00;0,00;0,00
2023-05-21;69,00;28,03;12,94;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,80;30,11;12,55;0,00;0,00;0,00;0,00;0,00;29,00;0,00;29,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00
2023-05-28;51,00;0,00;0,00;24,96;32,00;0,00;0,00;0,00;0,00;41,00;0,00;0,00;11,00;0,00;33,00;0,00;0,00;0,00;13,00;16,00;0,00;0,00;0,00;20,92;0,00;0,00;0,00;0,00;0,00;19,00;17,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00
2023-06-04;28,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;24,00;0,00;0,00;0,00;0,00;11,45;19,09;15,27;0,00;0,00;15,27;15,27;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-06-11;43,00;31,97;0,00;109,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;16,44;0,00;22,76;0,00;0,00;0,00;0,00;0,00;29,00;0,00;28,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
