Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2022-11-27;27,00;7,04;3,52;0,00;28,17;0,00;0,00;0,00;4,00;3,00;3,00;6,00;0,00;10,00;0,00;8,00;7,00;4,00;5,00;5,00;0,00;0,00;0,00;0,00;4,00;3,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;5,00;0,00;3,00;0,00
2022-12-04;43,00;13,95;2,32;2,32;24,41;0,00;5,00;5,00;0,00;17,00;0,00;16,00;0,00;9,00;0,00;0,00;10,00;0,00;3,00;0,00;0,00;5,00;0,00;8,00;0,00;8,00;3,00;9,00;8,00;0,00;0,00;0,00;6,00;23,00;0,00;0,00;0,00;0,00;3,00;0,00
2022-12-11;47,00;14,90;4,59;0,00;24,07;9,00;4,00;0,00;7,00;5,00;6,00;15,00;3,00;14,00;6,00;10,00;14,00;22,00;0,00;3,00;0,00;5,00;0,00;9,00;0,00;7,00;3,00;11,00;4,00;0,00;0,00;9,00;8,00;0,00;12,00;0,00;0,00;3,00;0,00;0,00
2022-12-18;46,00;4,72;3,54;0,00;25,95;10,00;0,00;4,00;0,00;12,00;0,00;12,00;8,00;8,00;0,00;14,00;5,00;12,00;0,00;5,00;5,00;13,00;0,00;5,00;0,00;4,00;0,00;10,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2022-12-25;100,00;12,79;15,12;12,79;15,12;14,00;0,00;16,00;0,00;33,00;12,00;17,00;6,00;10,00;7,00;13,00;17,00;19,00;6,00;12,00;0,00;0,00;6,00;0,00;8,00;14,00;6,00;21,00;3,00;0,00;3,00;0,00;0,00;0,00;7,00;9,00;0,00;0,00;4,00;0,00
2023-01-01;68,00;23,05;9,22;0,00;33,42;18,00;0,00;0,00;8,00;22,00;0,00;24,00;0,00;11,00;5,00;13,00;15,00;17,00;0,00;14,00;0,00;0,00;0,00;7,00;9,00;6,00;17,00;20,00;11,00;0,00;12,00;0,00;0,00;4,00;3,00;6,00;3,00;0,00;0,00;0,00
2023-01-08;58,00;8,29;3,55;7,10;21,31;6,00;0,00;6,00;4,00;7,00;0,00;45,00;43,00;8,00;3,00;18,00;6,00;11,00;4,00;9,00;0,00;3,00;0,00;7,00;0,00;8,00;3,00;15,00;5,00;0,00;0,00;0,00;4,00;0,00;4,00;5,00;3,00;0,00;0,00;0,00
2023-01-15;74,00;4,70;10,57;0,00;21,14;0,00;0,00;5,00;7,00;13,00;8,00;29,00;0,00;20,00;4,00;16,00;9,00;33,00;0,00;9,00;4,00;0,00;0,00;7,00;0,00;11,00;3,00;15,00;17,00;5,00;0,00;3,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-22;53,00;0,00;0,00;2,36;27,09;13,00;0,00;4,00;0,00;7,00;0,00;26,00;0,00;10,00;7,00;7,00;6,00;21,00;4,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;18,00;0,00;5,00;0,00;5,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00
2023-01-29;86,00;9,30;0,00;6,97;26,73;4,00;0,00;8,00;6,00;10,00;0,00;21,00;0,00;17,00;0,00;9,00;9,00;29,00;0,00;37,00;0,00;0,00;0,00;7,00;0,00;26,00;3,00;23,00;0,00;4,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;6,00;0,00;11,00
2023-02-05;56,00;0,00;7,00;0,00;21,00;13,00;3,00;6,00;0,00;12,00;0,00;25,00;0,00;11,00;11,00;12,00;12,00;15,00;4,00;85,00;3,00;4,00;15,00;4,00;0,00;93,00;0,00;12,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-12;62,00;9,36;0,00;4,68;25,74;0,00;0,00;3,00;5,00;22,00;4,00;17,00;0,00;11,00;0,00;9,00;14,00;14,00;0,00;54,00;0,00;4,00;0,00;5,00;0,00;58,00;0,00;7,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;3,00;8,00;0,00;0,00
2023-02-19;53,00;2,36;8,24;0,00;12,96;0,00;0,00;3,00;0,00;12,00;0,00;18,00;0,00;10,00;0,00;5,00;13,00;6,00;5,00;16,00;0,00;0,00;3,00;12,00;0,00;16,00;3,00;12,00;5,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2023-02-26;44,00;3,47;0,00;2,32;16,21;3,00;0,00;6,00;0,00;5,00;0,00;27,00;0,00;0,00;7,00;9,00;0,00;7,00;0,00;5,00;0,00;0,00;0,00;7,00;0,00;3,00;4,00;3,00;3,00;0,00;0,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;6,00
2023-03-05;51,00;0,00;6,95;4,64;18,55;7,00;0,00;0,00;7,00;15,00;0,00;17,00;0,00;8,00;0,00;17,00;12,00;13,00;0,00;0,00;9,00;3,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-03-12;35,00;7,00;3,50;0,00;11,67;8,00;0,00;0,00;0,00;17,00;0,00;14,00;0,00;0,00;3,00;8,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;4,00;8,00;4,00;4,00;7,00;6,00;10,00;13,00;0,00;0,00;0,00;6,00;4,00;0,00
2023-03-19;33,00;0,00;9,43;7,07;12,96;0,00;6,00;0,00;10,00;4,00;0,00;9,00;6,00;0,00;5,00;7,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;4,00;8,00;0,00;10,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00
2023-03-26;43,00;0,00;0,00;0,00;19,76;6,00;0,00;0,00;5,00;12,00;0,00;0,00;0,00;0,00;5,00;6,00;0,00;4,00;10,00;0,00;0,00;9,00;4,00;3,00;3,00;0,00;4,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;5,00;0,00
2023-04-02;36,00;4,65;0,00;3,48;5,81;9,00;6,00;0,00;0,00;5,00;0,00;8,00;0,00;6,00;4,00;0,00;9,00;0,00;7,00;0,00;5,00;0,00;0,00;4,00;5,00;0,00;3,00;9,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2023-04-09;47,00;3,53;0,00;0,00;25,85;5,00;0,00;3,00;0,00;0,00;0,00;12,00;11,00;4,00;8,00;5,00;4,00;13,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00;4,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-16;28,00;0,00;0,00;0,00;9,33;0,00;0,00;12,00;0,00;0,00;0,00;8,00;3,00;4,00;7,00;0,00;5,00;0,00;6,00;5,00;0,00;0,00;0,00;3,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-23;47,00;0,00;0,00;0,00;9,40;9,00;0,00;4,00;0,00;3,00;0,00;8,00;0,00;4,00;0,00;0,00;3,00;0,00;8,00;0,00;5,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2023-04-30;34,00;0,00;0,00;0,00;4,69;0,00;0,00;0,00;0,00;6,00;0,00;8,00;0,00;3,00;7,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2023-05-07;24,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;6,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2023-05-14;35,00;0,00;0,00;0,00;8,17;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;5,00;0,00;10,00;4,00;0,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00
2023-05-21;49,00;0,00;0,00;0,00;7,00;6,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;7,00;10,00;19,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2023-05-28;31,00;0,00;3,58;0,00;0,00;0,00;4,00;4,00;0,00;0,00;8,00;0,00;0,00;4,00;7,00;4,00;0,00;12,00;4,00;0,00;6,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;6,00;7,00
2023-06-04;26,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;4,00;0,00;6,00;3,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;11,00;0,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00
2023-06-11;22,00;0,00;0,00;0,00;3,47;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00
