Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-01-05;16,00;94,22;5,33;0,00;3,56;18,00;13,00;8,00;17,00;36,00;12,00;10,00;4,00;8,00;24,00;3,20;0,00;3,00;8,00;6,00;0,00;11,00;6,00;8,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2020-01-12;15,00;73,33;5,00;0,00;15,00;24,00;24,00;5,00;20,00;28,00;10,00;7,00;0,00;6,00;19,50;6,00;4,50;7,00;0,00;0,00;3,00;0,00;0,00;11,00;7,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;27,00;104,40;5,40;0,00;14,40;26,00;9,00;5,00;19,00;30,00;12,00;6,00;14,00;6,00;19,50;4,50;0,00;9,00;2,00;3,00;0,00;0,00;5,00;2,00;5,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;21,00;97,36;9,55;0,00;15,27;32,00;9,00;9,00;5,00;29,00;8,00;8,00;7,00;8,08;30,69;6,46;6,46;5,00;10,00;0,00;0,00;8,00;0,00;4,00;6,00;0,00;0,00;0,00;2,00;3,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;6,00
2020-02-02;30,00;86,47;7,06;5,29;17,65;16,00;14,00;5,00;20,00;32,00;3,00;11,00;5,00;4,74;18,95;9,47;4,74;4,00;8,00;4,00;0,00;7,00;4,00;14,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00
2020-02-09;33,00;66,00;3,47;0,00;10,42;21,00;0,00;4,00;18,00;19,00;10,00;16,00;9,00;6,29;22,00;0,00;3,14;0,00;4,00;0,00;0,00;8,00;3,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2020-02-16;17,00;94,44;9,44;0,00;13,22;15,00;18,00;14,00;12,00;35,00;7,00;20,00;7,00;9,27;29,36;6,18;0,00;5,00;5,00;14,00;0,00;8,00;4,00;5,00;4,00;0,00;0,00;3,00;0,00;4,00;5,00;0,00;2,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;22,00;66,00;3,67;0,00;14,67;18,00;15,00;6,00;4,00;20,00;6,00;11,00;4,00;0,00;20,43;7,86;4,71;5,00;7,00;7,00;0,00;3,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2020-03-01;20,00;50,91;1,82;3,64;7,27;20,00;7,00;14,00;7,00;18,00;3,00;5,00;3,00;6,15;13,85;6,15;0,00;3,00;0,00;0,00;0,00;3,00;0,00;2,00;5,00;0,00;2,00;3,00;2,00;0,00;5,00;0,00;3,00;0,00;0,00;3,00;0,00;2,00;5,00;0,00;0,00;5,00;12,00
2020-03-08;23,00;47,77;12,38;0,00;0,00;16,00;10,00;0,00;6,00;15,00;4,00;0,00;5,00;4,60;10,73;7,67;1,53;3,00;0,00;0,00;0,00;2,00;2,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;5,00
2020-03-15;15,00;25,00;5,00;0,00;3,33;2,00;4,00;9,00;4,00;11,00;0,00;3,00;12,00;0,00;3,00;4,50;0,00;0,00;2,00;0,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;2,00;0,00;2,00;0,00;6,00;0,00;4,00;0,00;0,00;4,00;0,00
2020-03-22;9,00;14,40;0,00;0,00;0,00;10,00;3,00;0,00;6,00;0,00;5,00;2,00;2,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;4,00;0,00;0,00;6,00;0,00
2020-03-29;4,00;16,00;0,00;4,00;0,00;10,00;3,00;0,00;5,00;9,00;0,00;3,00;0,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;9,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;4,00;22,00;10,00;0,00;6,00;11,00;0,00;5,00;5,00;10,00;10,00;0,00;0,00;5,33;4,00;5,33;4,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;6,00;22,50;1,50;0,00;0,00;5,00;5,00;3,00;12,00;21,00;7,00;0,00;0,00;0,00;15,00;3,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;9,00;0,00;0,00;0,00
2020-04-19;4,00;26,00;0,00;0,00;4,00;8,00;6,00;0,00;7,00;14,00;0,00;3,00;0,00;8,00;18,00;0,00;0,00;4,00;3,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;4,00;3,00;0,00;3,00;0,00;0,00;0,00
2020-04-26;5,00;25,00;8,33;0,00;5,00;5,00;0,00;0,00;8,00;8,00;4,00;0,00;2,00;5,00;8,33;1,67;3,33;0,00;2,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00;2,00
2020-05-03;8,00;22,40;3,20;0,00;6,40;6,00;8,00;3,00;2,00;10,00;2,00;0,00;2,00;0,00;6,40;1,60;6,40;4,00;5,00;2,00;0,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-05-10;8,00;16,00;6,40;0,00;6,40;8,00;5,00;2,00;0,00;16,00;2,00;4,00;0,00;4,80;9,60;6,40;6,40;0,00;6,00;0,00;7,00;4,00;2,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00
2020-05-17;10,00;25,00;3,33;0,00;0,00;12,00;10,00;7,00;8,00;12,00;8,00;0,00;0,00;4,29;11,43;11,43;0,00;0,00;9,00;0,00;0,00;3,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2020-05-24;14,00;40,25;7,00;0,00;3,50;21,00;4,00;2,00;6,00;25,00;0,00;8,00;3,00;4,67;18,67;7,78;0,00;0,00;0,00;4,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-05-31;26,00;45,07;5,20;0,00;5,20;11,00;6,00;0,00;13,00;33,00;0,00;13,00;2,00;7,65;22,94;10,71;6,12;4,00;6,00;4,00;8,00;3,00;10,00;0,00;6,00;2,00;0,00;0,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2020-06-07;24,00;72,00;0,00;0,00;1,85;32,00;7,00;2,00;17,00;25,00;6,00;13,00;0,00;6,00;34,50;12,00;6,00;2,00;6,00;2,00;6,00;10,00;4,00;0,00;6,00;0,00;0,00;4,00;2,00;8,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;3,00;2,00;0,00
2020-06-14;31,00;63,82;3,65;0,00;5,47;28,00;7,00;6,00;13,00;49,00;12,00;15,00;5,00;4,65;31,00;12,40;0,00;0,00;4,00;3,00;6,00;0,00;3,00;7,00;5,00;0,00;0,00;0,00;0,00;3,00;5,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;3,00;0,00;0,00
2020-06-21;44,00;55,00;0,00;0,00;0,00;28,00;9,00;6,00;13,00;44,00;5,00;6,00;5,00;11,00;40,86;11,00;3,14;7,00;6,00;0,00;11,00;8,00;5,00;14,00;10,00;0,00;0,00;0,00;0,00;6,00;9,00;5,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;2,00;0,00
2020-06-28;44,00;66,88;5,28;0,00;5,28;26,00;7,00;6,00;13,00;42,00;13,00;7,00;0,00;10,62;34,90;9,10;4,55;4,00;10,00;4,00;0,00;11,00;13,00;6,00;14,00;0,00;0,00;5,00;0,00;6,00;0,00;5,00;2,00;6,00;3,00;2,00;0,00;5,00;6,00;4,00;0,00;0,00;2,00
2020-07-05;73,00;89,02;12,46;0,00;0,00;26,00;6,00;15,00;14,00;55,00;0,00;7,00;3,00;13,98;51,26;15,53;12,43;8,00;14,00;3,00;11,00;14,00;19,00;12,00;16,00;0,00;0,00;2,00;0,00;6,00;5,00;17,00;0,00;0,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;87,00;87,00;8,88;0,00;1,78;26,00;15,00;16,00;25,00;68,00;6,00;4,00;3,00;13,98;68,36;15,54;10,88;4,00;22,00;12,00;8,00;7,00;24,00;12,00;24,00;3,00;0,00;2,00;4,00;5,00;9,00;7,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;100,00;89,29;12,50;0,00;3,57;42,00;13,00;7,00;19,00;72,00;6,00;9,00;4,00;17,19;70,31;18,75;9,38;5,00;27,00;6,00;13,00;22,00;32,00;6,00;22,00;0,00;0,00;7,00;0,00;13,00;7,00;12,00;7,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;74,00;68,59;5,41;0,00;7,22;24,00;24,00;9,00;15,00;65,00;5,00;5,00;3,00;20,47;61,40;23,62;4,72;9,00;15,00;0,00;7,00;6,00;19,00;8,00;19,00;0,00;0,00;0,00;0,00;10,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-08-02;74,00;57,76;10,83;3,61;7,22;35,00;13,00;0,00;18,00;53,00;13,00;5,00;4,00;10,79;89,42;18,50;6,17;4,00;13,00;16,00;10,00;13,00;21,00;7,00;15,00;0,00;0,00;4,00;0,00;21,00;10,00;8,00;5,00;0,00;0,00;4,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;60,00;45,45;3,64;0,00;1,82;36,00;8,00;4,00;12,00;62,00;4,00;0,00;3,00;15,38;81,54;18,46;9,23;5,00;14,00;0,00;5,00;16,00;6,00;0,00;11,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;3,00
2020-08-16;33,00;62,33;5,50;0,00;3,67;20,00;7,00;4,00;14,00;50,00;3,00;6,00;0,00;11,00;77,00;11,00;4,71;2,00;14,00;4,00;6,00;12,00;22,00;6,00;11,00;0,00;3,00;0,00;0,00;13,00;2,00;3,00;5,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;5,00;0,00;0,00
2020-08-23;25,00;30,36;7,14;3,57;5,36;14,00;7,00;0,00;15,00;55,00;0,00;10,00;5,00;9,38;48,44;15,63;3,13;3,00;24,00;0,00;5,00;12,00;10,00;0,00;10,00;0,00;4,00;0,00;0,00;7,00;6,00;4,00;2,00;0,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;3,00
2020-08-30;30,00;18,75;7,50;0,00;0,00;12,00;3,00;3,00;18,00;48,00;0,00;11,00;0,00;7,89;44,21;9,47;6,32;5,00;11,00;15,00;4,00;11,00;0,00;6,00;7,00;0,00;0,00;5,00;0,00;11,00;5,00;2,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;15,00;15,00;0,00;0,00;0,00;9,00;7,00;4,00;10,00;55,00;0,00;13,00;0,00;10,50;36,00;15,00;9,00;6,00;0,00;7,00;10,00;9,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;10,00;2,00;0,00;6,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;12,00;18,86;5,14;1,71;0,00;0,00;7,00;5,00;7,00;41,00;0,00;8,00;0,00;15,00;22,50;10,50;0,00;0,00;0,00;12,00;2,00;20,00;2,00;0,00;3,00;0,00;3,00;0,00;0,00;10,00;2,00;0,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2020-09-20;12,00;13,71;0,00;0,00;0,00;7,00;7,00;0,00;19,00;49,00;5,00;5,00;3,00;9,00;31,50;6,00;0,00;2,00;0,00;9,00;2,00;10,00;0,00;0,00;3,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;12,00;12,00;0,00;3,43;6,86;0,00;10,00;7,00;17,00;41,00;3,00;0,00;2,00;7,50;30,00;4,50;0,00;4,00;2,00;10,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-10-04;12,00;10,29;5,14;0,00;3,43;3,00;12,00;0,00;12,00;50,00;0,00;3,00;0,00;9,00;30,00;3,00;4,50;2,00;0,00;12,00;5,00;8,00;7,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;7,00;0,00;0,00
2020-10-11;8,00;14,00;4,00;0,00;0,00;5,00;12,00;0,00;7,00;30,00;0,00;7,00;0,00;4,80;27,20;3,20;0,00;4,00;6,00;3,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;2,00;3,00;0,00
2020-10-18;4,00;16,00;0,00;0,00;4,00;0,00;10,00;0,00;14,00;12,00;3,00;3,00;0,00;8,00;10,67;0,00;4,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00
2020-10-25;27,00;12,60;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;2,00;8,00;0,00;4,50;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;0,00;11,00;1,00;0,00;2,00;6,00;5,00;6,00;6,00;0,00;3,00;5,00;4,00;0,00;2,00;0,00;0,00;6,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;3,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2020-11-08;5,00;10,00;5,00;0,00;0,00;3,00;2,00;5,00;2,00;5,00;2,00;0,00;0,00;8,33;6,67;0,00;0,00;0,00;4,00;0,00;0,00;0,00;3,00;3,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2020-11-15;8,00;14,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;11,00;3,00;0,00;0,00;0,00;6,40;6,40;0,00;0,00;0,00;0,00;4,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2020-11-22;6,00;12,00;0,00;0,00;6,00;0,00;3,00;4,00;0,00;7,00;2,00;3,00;0,00;0,00;3,00;3,00;3,00;2,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00
2020-11-29;14,00;12,25;0,00;0,00;0,00;0,00;3,00;0,00;2,00;21,00;4,00;4,00;0,00;7,78;9,33;0,00;3,11;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;0,00;12,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-12-06;6,00;10,00;0,00;0,00;0,00;7,00;3,00;0,00;5,00;11,00;5,00;0,00;3,00;3,00;7,50;3,00;0,00;14,00;3,00;0,00;9,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00
2020-12-13;7,00;15,75;0,00;0,00;5,25;4,00;2,00;4,00;8,00;8,00;0,00;0,00;2,00;4,20;0,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;2,00;0,00;4,00;3,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;10,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;5,00;15,00;0,00;0,00;0,00;6,00;15,00;0,00;6,00;15,00;6,00;5,00;0,00;0,00;11,67;1,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;3,00;0,00;0,00
